"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"TUSFTBZC","journalArticle","1998","Taylor, Charles E.; Langton, Christopher G.; Kitano, Hiroaki","Editors' Introduction: Special Issue on Highlights of the Alife VI Conference","Artificial Life","","1064-5462, 1530-9185","10.1162/106454698568404","https://direct.mit.edu/artl/article/4/1/iii/2286","","1998-01","2021-08-04 17:01:39","2021-08-04 17:01:39","2021-08-04 17:01:39","iii-iii","","1","4","","Artificial Life","Editors' Introduction","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8WTWGRSV","journalArticle","1999","Suzuki, Hideaki","An Approach to Biological Computation: Unicellular Core-Memory Creatures Evolved Using Genetic Algorithms","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568827","https://direct.mit.edu/artl/article/5/4/367-386/2330","A novel machine language genetic programming system that uses one-dimensional core memories is proposed and simulated. The core is compared to a biochemical reaction space, and in imitation of biological molecules, four types of data words (Membrane, Pure data, Operator, and Instruction) are prepared in the core. A program is represented by a sequence of Instructions. During execution of the core, Instructions are transcribed into corresponding Operators, and Operators modify, create, or transfer Pure data. The core is hierarchically partitioned into sections by the Membrane data, and the data transfer between sections by special channel Operators constitutes a tree data-flow structure among sections in the core. In the experiment, genetic algorithms are used to modify program information. A simple machine learning problem is prepared for the environment data set of the creatures (programs), and the fitness value of a creature is calculated from the Pure data excreted by the creature. Breeding of programs that can output the predefined answer is successfully carried out. Several future plans to extend this system are also discussed.","1999-10","2021-08-04 17:01:02","2021-08-04 17:01:02","2021-08-04 17:01:02","367-386","","4","5","","Artificial Life","An Approach to Biological Computation","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"J5S37KVE","journalArticle","1999","Sayama, Hiroki","A New Structurally Dissolvable Self-Reproducing Loop Evolving in a Simple Cellular Automata Space","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568818","https://direct.mit.edu/artl/article/5/4/343-365/2332","We constructed a simple evolutionary system, “evoloop,” on a deterministic nine-state five-neighbor cellular automata (CA) space by improving the structurally dissolvable self-reproducing loop we had previously contrived [14] after Langton's self-reproducing loop [7]. The principal role of this improvement is to enhance the adaptability (a degree of the variety of situations in which structures in the CA space can operate regularly) of the self-reproductive mechanism of loops. The experiment with evoloop met with the intriguing result that, though no mechanism was explicitly provided to promote evolution, the loops varied through direct interaction of their phenotypes, smaller individuals were naturally selected thanks to their quicker self-reproductive ability, and the whole population gradually evolved toward the smallest ones. This result gives a unique example of evolution of self-replicators where genotypical variation is caused by precedent phenotypical variation. Such interrelation of genotype and phenotype would be one of the important factors driving the evolutionary process of primitive life forms that might have actually occurred in ancient times.","1999-10","2021-08-04 17:00:56","2021-08-04 17:00:56","2021-08-04 17:00:56","343-365","","4","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LX5TN3V7","journalArticle","1999","Kvasnicka, Vladimir; Pospichal, Jiri","An Emergence of Coordinated Communication in Populations of Agents","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568809","https://direct.mit.edu/artl/article/5/4/319-342/2331","The purpose of this article is to demonstrate that coordinated communication spontaneously emerges in a population composed of agents that are capable of specific cognitive activities. Internal states of agents are characterized by meaning vectors. Simple neural networks composed of one layer of hidden neurons perform cognitive activities of agents. An elementary communication act consists of the following: (a) two agents are selected, where one of them is declared the speaker and the other the listener; (b) the speaker codes a selected meaning vector onto a sequence of symbols and sends it to the listener as a message; and finally, (c) the listener decodes this message into a meaning vector and adapts his or her neural network such that the differences between speaker and listener meaning vectors are decreased. A Darwinian evolution enlarged by ideas from the Baldwin effect and Dawkins' memes is simulated by a simple version of an evolutionary algorithm without crossover. The agent fitness is determined by success of the mutual pairwise communications. It is demonstrated that agents in the course of evolution gradually do a better job of decoding received messages (they are closer to meaning vectors of speakers) and all agents gradually start to use the same vocabulary for the common communication. Moreover, if agent meaning vectors contain regularities, then these regularities are manifested also in messages created by agent speakers, that is, similar parts of meaning vectors are coded by similar symbol substrings. This observation is considered a manifestation of the emergence of a grammar system in the common coordinated communication.","1999-10","2021-08-04 17:00:51","2021-08-04 17:00:51","2021-08-04 17:00:51","319-342","","4","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U93CKP5E","journalArticle","1999","Downing, Keith; Zvirinsky, Peter","The Simulated Evolution of Biochemical Guilds: Reconciling Gaia Theory and Natural Selection","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568791","https://direct.mit.edu/artl/article/5/4/291-318/2333","Gaia theory, which states that organisms both affect and regulate their environment, poses an interesting problem to Neo-Darwinian evolutionary biologists and provides an exciting set of phenomena for artificial-life investigation. The key challenge is to explain the emergence of biotic communities that are capable, via their implicit coordination, of regulating large-scale biogeochemical factors such as the temperature and chemical composition of the biosphere, but to assume no evolutionary mechanisms beyond contemporary natural selection. Along with providing an introduction to Gaia theory, this article presents simulations of Gaian emergence based on an artificial-life model involving genetic algorithms and guilds of simple metabolizing agents. In these simulations, resource competition leads to guild diversity; the ensemble of guilds then manifests life-sustaining nutrient recycling and exerts distributed control over environmental nutrient ratios. These results illustrate that standard individual-based natural selection is sufficient to explain Gaian self-organization, and they help clarify the relationships between two key metrics of Gaian activity: recycling and regulation.","1999-10","2021-08-04 17:00:47","2021-08-04 17:00:47","2021-08-04 17:00:47","291-318","","4","5","","Artificial Life","The Simulated Evolution of Biochemical Guilds","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WIYF4UPY","journalArticle","1999","Walker, Richard","“Niche Selection” and the Evolution of Complex Behavior in a Changing Environment—A Simulation","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568782","https://direct.mit.edu/artl/article/5/3/271-289/2320","One of the key problems in theoretical biology is the identification of the mechanisms underlying the evolution of complexity. This paper suggests that some difficulties in current models could be avoided by taking account of “niche selection” as proposed by Waddington [21] and subsequent authors [2]. Computer simulations, in which an evolving population of artificial organisms “selects” the niche(s) that maximize their fitness, are compared with a Control Model in which “Niche Selection” is absent. In the simulations the Niche Selection Model consistently produced a greater number of “fit” organisms than the Control Model; although the Niche Selection Model tended, in general, to produce organisms occupying simple niches, it was nonetheless more effective than the Control Model in producing well-adapted organisms inhabiting complex niches. It is shown that the production of these organisms is critically dependent on the rate of environmental change: Slow change leads to fit but undifferentiated populations, dominated by organisms occupying simple niches; differentiated populations, including well-adapted organisms living in complex niches, require rates of environmental change lying just beyond a mathematically well-defined critical value. In simulation “Niche Selection,” unlike conventional “Natural Selection,” provides a permanent selective bias in favor of simplicity. This tendency is counterbalanced by statistical forces favoring shifts from rare “simple niches” to commoner niches of greater complexity. Fit organisms inhabiting complex niches only emerge in conditions where the rate of environmental change is high enough to avoid the concentration of the population in very simple niches, but slow enough to permit step-by-step adaptation to niches of gradually increasing complexity. This result appears to be robust to changes in simulation parameters and assumptions, and leads to interesting conjectures about the real world behavior of biological organisms (and other complex adaptive systems). It is suggested that some of these conjectures might be relatively easy to test.","1999-07","2021-08-04 17:00:19","2021-08-04 17:00:19","2021-08-04 17:00:19","271-289","","3","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6ENBH5PJ","journalArticle","1999","Ijspeert, Auke Jan; Kodjabachian, Jérôme","Evolution and Development of a Central Pattern Generator for the Swimming of a Lamprey","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568773","https://direct.mit.edu/artl/article/5/3/247-269/2322","This article describes the design of neural control architectures for locomotion using an evolutionary approach. Inspired by the central pattern generators found in animals, we develop neural controllers that can produce the patterns of oscillations necessary for the swimming of a simulated lamprey.             This work is inspired by Ekeberg's neuronal and mechanical model of a lamprey [11] and follows experiments in which swimming controllers were evolved using a simple encoding scheme [25, 26]. Here, controllers are developed using an evolutionary algorithm based on the SGOCE encoding [31, 32] in which a genetic programming approach is used to evolve developmental programs that encode the growing of a dynamical neural network. The developmental programs determine how neurons located on a two-dimensional substrate produce new cells through cellular division and how they form efferent or afferent interconnections. Swimming controllers are generated when the growing networks eventually create connections to the muscles located on both sides of the rectangular substrate. These muscles are part of a two-dimensional mechanical simulation of the body of the lamprey in interaction with water.             The motivation of this article is to develop a method for the design of control mechanisms for animal-like locomotion. Such a locomotion is characterized by a large number of actuators, a rhythmic activity, and the fact that efficient motion is only obtained when the actuators are well coordinated. The task of the control mechanism is therefore to transform commands concerning the speed and direction of motion into the signals sent to the multiple actuators. We define a fitness function, based on several simulations of the controller with different commands settings, that rewards the capacity of modulating the speed and the direction of swimming in response to simple, varying input signals. Central pattern generators are thus evolved capable of producing the relatively complex patterns of oscillations necessary for swimming. The best solutions generate traveling waves of neural activity, and propagate, similarly to the swimming of a real lamprey, undulations of the body from head to tail propelling the lamprey forward through water. By simply varying the amplitude of two input signals, the speed and the direction of swimming can be modulated.","1999-07","2021-08-04 17:00:11","2021-08-04 17:00:11","2021-08-04 17:00:11","247-269","","3","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8NQQ9ARR","journalArticle","1999","Bull, Larry","On the Baldwin Effect","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568764","https://direct.mit.edu/artl/article/5/3/241-246/2323","In this article the effects of altering the rate and amount of learning on the Baldwin effect are examined. Using a version of the abstract tunable NK model, it is shown that the adaptation process is sensitive to the rate of learning, particularly as the correlation of the underlying fitness landscape varies. Typically a high learning rate proves most beneficial as landscape correlation decreases. It is also shown that the amount of learning can have a significant effect on the adaptation process, where increased amounts of learning prove beneficial under higher learning rates on uncorrelated landscapes.","1999-07","2021-08-04 17:00:05","2021-08-04 17:00:05","2021-08-04 17:00:05","241-246","","3","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8LZDRYTG","journalArticle","1999","Ronald, Edmund M. A.; Sipper, Moshe; Capcarrère, Mathieu S.","Design, Observation, Surprise! A Test of Emergence","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568755","https://direct.mit.edu/artl/article/5/3/225-239/2324","The field of artificial life (Alife) is replete with documented instances of emergence, though debate still persists as to the meaning of this term. We contend that, in the absence of an acceptable definition, researchers in the field would be well served by adopting an emergence certification mark that would garner approval from the Alife community. Toward this end, we propose an emergence test, namely, criteria by which one can justify conferring the emergence label.","1999-07","2021-08-04 16:59:59","2021-08-04 16:59:59","2021-08-04 16:59:59","225-239","","3","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3UVVTKIV","journalArticle","1999","Sasaki, Takahiro; Tokoro, Mario","Evolving Learnable Neural Networks Under Changing Environments with Various Rates of Inheritance of Acquired Characters: Comparison of Darwinian and Lamarckian Evolution","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568746","https://direct.mit.edu/artl/article/5/3/203-223/2321","The processes of adaptation in natural organisms consist of two complementary phases: learning, occurring within each individual's lifetime, and evolution, occurring over successive generations of the population. In this article, we study the relationship between learning and evolution in a simple abstract model, where neural networks capable of learning are evolved using genetic algorithms (GAs). Individuals try to maximize their life energy by learning certain rules that distinguish between two groups of materials: food and poison. The connective weights of individuals' neural networks undergo modification, that is, certain characters will be acquired, through their lifetime learning. By setting various rates for the heritability of acquired characters, which is a motive force of Lamarckian evolution, we observe adaptational processes of populations over successive generations. Paying particular attention to behaviors under changing environments, we show the following results. Populations with lower rates of heritability not only show more stable behavior against environmental changes, but also maintain greater adaptability with respect to such changing environments. Consequently, the population with zero heritability, that is, the Darwinian population, attains the highest level of adaptation to dynamic environments.","1999-07","2021-08-04 16:59:53","2021-08-04 16:59:53","2021-08-04 16:59:53","203-223","","3","5","","Artificial Life","Evolving Learnable Neural Networks Under Changing Environments with Various Rates of Inheritance of Acquired Characters","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZFVSVU5R","journalArticle","1999","Holland, Owen; Melhuish, Chris","Stigmergy, Self-Organization, and Sorting in Collective Robotics","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568737","https://direct.mit.edu/artl/article/5/2/173-202/2315","Many structures built by social insects are the outcome of a process of self-organization, in which the repeated actions of the insects interact over time with the changing physical environment to produce a characteristic end state. A major mediating factor is stigmergy, the elicitation of specific environment-changing behaviors by the sensory effects of local environmental changes produced by previous behavior. A typical task involving stigmergic self-organization is brood sorting: Many ant species sort their brood so that items at similar stages of development are grouped together and separated from items at different stages of development. This article examines the operation of stigmergy and self-organization in a homogeneous group of physical robots, in the context of the task of clustering and sorting Frisbees of two different types. Using a behavioral rule set simpler than any yet proposed for ant sorting, and having no capacity for spatial orientation or memory, the robots are able to achieve effective clustering and sorting showing all the signs of self-organization. It is argued that the success of this demonstration is crucially dependent on the exploitation of real-world physics, and that the use of simulation alone to investigate stigmergy may fail to reveal its power as an evolutionary option for collective life forms.","1999-04","2021-08-04 16:59:25","2021-08-04 16:59:25","2021-08-04 16:59:25","173-202","","2","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\KA77BGMR\Holland and Melhuish - 1999 - Stigmergy, Self-Organization, and Sorting in Colle.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"L9PKKJ6X","journalArticle","1999","Dorigo, Marco; Caro, Gianni Di; Gambardella, Luca M.","Ant Algorithms for Discrete Optimization","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568728","https://direct.mit.edu/artl/article/5/2/137-172/2317","This article presents an overview of recent work on ant algorithms, that is, algorithms for discrete optimization that took inspiration from the observation of ant colonies' foraging behavior, and introduces the ant colony optimization (ACO) metaheuristic. In the first part of the article the basic biological findings on real ants are reviewed and their artificial counterparts as well as the ACO metaheuristic are defined. In the second part of the article a number of applications of ACO algorithms to combinatorial optimization and routing in communications networks are described. We conclude with a discussion of related work and of some of the most important aspects of the ACO metaheuristic.","1999-04","2021-08-04 16:59:19","2021-08-04 16:59:19","2021-08-04 16:59:19","137-172","","2","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DSV23T6Q","journalArticle","1999","Karsai, István","Decentralized Control of Construction Behavior in Paper Wasps: An Overview of the Stigmergy Approach","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568719","https://direct.mit.edu/artl/article/5/2/117-136/2319","Grassé [26] coined the term stigmergy (previous work directs and triggers new building actions) to describe a mechanism of decentralized pathway of information flow in social insects. In general, all kinds of multi-agent groups require coordination for their effort and it seems that stigmergy is a very powerful means to coordinate activity over great spans of time and space in a wide variety of systems. In a situation in which many individuals contribute to a collective effort, such as building a nest, stimuli provided by the emerging structure itself can provide a rich source of information for the working insects. The current article provides a detailed review of this stigmergic paradigm in the building behavior of paper wasps to show how stigmergy influenced the understanding of mechanisms and evolution of a particular biological system. The most important feature to understand is how local stimuli are organized in space and time to ensure the emergence of a coherent adaptive structure and to explain how workers could act independently yet respond to stimuli provided through the common medium of the environment of the colony.","1999-04","2021-08-04 16:59:12","2021-08-04 16:59:12","2021-08-04 16:59:12","117-136","","2","5","","Artificial Life","Decentralized Control of Construction Behavior in Paper Wasps","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CTKHXEC6","journalArticle","1999","Theraulaz, Guy; Bonabeau, Eric","A Brief History of Stigmergy","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568700","https://direct.mit.edu/artl/article/5/2/97-116/2318","Stigmergy is a class of mechanisms that mediate animal-animal interactions. Its introduction in 1959 by Pierre-Paul Grassé made it possible to explain what had been until then considered paradoxical observations: In an insect society individuals work as if they were alone while their collective activities appear to be coordinated. In this article we describe the history of stigmergy in the context of social insects and discuss the general properties of two distinct stigmergic mechanisms: quantitative stigmergy and qualitative stigmergy.","1999-04","2021-08-04 16:59:06","2021-08-04 16:59:06","2021-08-04 16:59:06","97-116","","2","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"77EYCU3E","journalArticle","1999","Bonabeau, Eric","Editor's Introduction: Stigmergy","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568692","https://direct.mit.edu/artl/article/5/2/95-96/2316","","1999-04","2021-08-04 16:59:02","2021-08-04 16:59:02","2021-08-04 16:59:02","95-96","","2","5","","Artificial Life","Editor's Introduction","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"64N5NXUU","journalArticle","1999","Cliff, Dave; Grand, Stephen","The <i>Creatures</i> Global Digital Ecosystem","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568683","https://direct.mit.edu/artl/article/5/1/77-93/2314","An artificial life entertainment-software product called Creatures was released in Europe in late 1996 and in the United States and Japan in mid-1997. When installed on a domestic computer (PC or Macintosh), each Creatures CD-ROM creates a virtual world in which autonomous software agents exist. The agents, known as “norns,” interact with the human user, with each other, and with objects in their virtual world. Each norn coordinates perception and action via its own modular recurrent neural network: Each network has Hebbian learning, plus diffuse modulation of activity via a “hormonal” system that is part of that norn's “biochemistry.” Details of each norn's neural network and biochemistry are genetically specified, and norns can breed via sexual reproduction. In the reproduction process, genetic material may be mutated and may also be subjected to “gene duplications” that enable potentially unlimited increases in complexity of the norns' design. Over 500,000 Creatures CD-ROMS have now been sold. As each installed copy of Creatures can support 5 to 10 simultaneously existing individual norns, it seems reasonable to estimate that there are up to 5 million norns existing in the “cyberspace” provided by the global Creatures user community. Continued growth of the global norn population, to figures measured in tens of millions, is quite likely. Although a commercial product, the Creatures digital ecosystem should be of interest to artificial life scientists: There are obvious parallels with Yaeger's Poly World and Ray's Net Tierra systems. This article provides a detailed discussion of the links between the artificial life literature and the technology used in Creatures and includes anecdotal discussion of the “digital naturalism” witnessed on the many independent websites maintained by Creatures enthusiasts.","1999-01","2021-08-04 16:58:24","2021-08-04 16:58:24","2021-08-04 16:58:24","77-93","","1","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ZJ34FAAA","journalArticle","1999","Yamamoto, Tomoyuki; Kaneko, Kunihiko","Tile Automaton: A Model for an Architecture of a Living System","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568674","https://direct.mit.edu/artl/article/5/1/37-76/2312","To understand an architecture of a living system, “Tile Automaton” is introduced as an abstract model of chemical reaction of molecules scattered over a space. The model consists of tiles of various shapes that stand for molecules. The chemical reaction, induced by the collisions of tiles, is represented by the change of the tile shapes. The rules for reaction are deterministic, and the evolution of the system strongly depends on mutual spatial relationship among tiles. The evolution often leads to self-organization of a “factory,” a set of tiles that produces tiles continuously and keeps its structure. Several interesting phenomena, such as a deformation or a division of a factory, are also observed. It is proposed that the formation of the factory is due to the interference between different aspects of tiles—the shape and the motion. The concept of “entanglement” is introduced as a mechanism of living systems.","1999-01","2021-08-04 16:58:16","2021-08-04 16:58:16","2021-08-04 16:58:16","37-76","","1","5","","Artificial Life","Tile Automaton","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WLAXL4YC","journalArticle","1999","Bedau, Mark A.; Brown, C. Titus","Visualizing Evolutionary Activity of Genotypes","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568665","https://direct.mit.edu/artl/article/5/1/17-35/2313","We introduce a method for visualizing evolutionary activity of genotypes. Following a proposal of Bedau and Packard [11], we define a genotype's evolutionary activity in terms of the history of its concentration in the evolving population. To visualize this evolutionary activity we graph the distribution of evolutionary activity in the population of genotypes as a function of time. Adaptively significant genotypes trace a salient line or “wave” in these graphs. The quality of these waves indicates a variety of evolutionary phenomena, such as competitive exclusion, neutral variation, and random genetic drift. We apply this method in an evolutionary model of self-replicating assembly language programs competing for room in a two-dimensional space. Comparison with fitness graphs and with a nonadaptive analogue of this model shows how this method highlights adaptively significant events.","1999-01","2021-08-04 16:58:07","2021-08-04 16:58:07","2021-08-04 16:58:07","17-35","","1","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"466MSJKW","journalArticle","1999","Bull, Larry","On the Evolution of Multicellularity and Eusociality","Artificial Life","","1064-5462, 1530-9185","10.1162/106454699568656","https://direct.mit.edu/artl/article/5/1/1-15/2311","In this article versions of the abstract NKC model are used to examine the conditions under which two significant evolutionary phenomena—multicellularity and eusociality—are likely to occur and why. First, comparisons in evolutionary performance are made between simulations of unicellular organisms and very simple multicellular-like organisms, under varying conditions. The results show that such multicellularity without differentiation appears selectively neutral, but that differentiation to soma (nonreproductives) proves beneficial as the amount of epistasis in the fitness landscape increases. This is explained by considering mutations in the generation of daughter cells and their subsequent effect on the propagule's fitness. This is interpreted as a simple example of the Baldwin effect. Second, the correspondences between multicellularity and eusociality are highlighted, particularly that both contain individuals who do not reproduce. The same process is then used to explain the emergence of eusocial colonies.","1999-01","2021-08-04 16:58:02","2021-08-04 16:58:02","2021-08-04 16:58:02","1-15","","1","5","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Q5H3AWHM","journalArticle","2000","Bedau, Mark A.; McCaskill, John S.; Packard, Norman H.; Rasmussen, Steen; Adami, Chris; Green, David G.; Ikegami, Takashi; Kaneko, Kunihiko; Ray, Thomas S.","Open Problems in Artificial Life","Artificial Life","","1064-5462, 1530-9185","10.1162/106454600300103683","https://direct.mit.edu/artl/article/6/4/363-376/2354","This article lists fourteen open problems in artificial life, each of which is a grand challenge requiring a major advance on a fundamental issue for its solution. Each problem is briefly explained, and, where deemed helpful, some promising paths to its solution are indicated.","2000-10","2021-08-04 16:57:29","2021-08-04 16:57:29","2021-08-04 16:57:29","363-376","","4","6","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","C:\Users\imy20\Zotero\storage\SW6RZ8TB\Bedau et al. - 2000 - Open Problems in Artificial Life.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KVMK2QPU","journalArticle","2000","McMullin, Barry","John von Neumann and the Evolutionary Growth of Complexity: Looking Backward, Looking Forward","Artificial Life","","1064-5462, 1530-9185","10.1162/106454600300103674","https://direct.mit.edu/artl/article/6/4/347-361/2356","In the late 1940s John von Neumann began to work on what he intended as a comprehensive “theory of [complex] automata.” He started to develop a book length manuscript on the subject in 1952. However, he put it aside in 1953, apparently due to pressure of other work. Due to his tragically early death in 1957, he was never to return to it. The draft manuscript was eventually edited, and combined for publication with some related lecture transcripts, by Burks in 1966. It is clear from the time and effort that von Neumann invested in it that he considered this to be a very significant and substantial piece of work. However, subsequent commentators (beginning even with Burks) have found it surprisingly difficult to articulate this substance. Indeed, it has since been suggested that von Neumann's results in this area either are trivial, or, at the very least, could have been achieved by much simpler means. It is an enigma. In this paper I review the history of this debate (briefly) and then present my own attempt at resolving the issue by focusing on an analysis of von Neumann's problem situation. I claim that this reveals the true depth of von Neumann's achievement and influence on the subsequent development of this field, and further that it generates a whole family of new consequent problems, which can still serve to inform—if not actually define—the field of artificial life for many years to come.","2000-10","2021-08-04 16:57:22","2021-08-04 16:57:22","2021-08-04 16:57:22","347-361","","4","6","","Artificial Life","John von Neumann and the Evolutionary Growth of Complexity","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7TLSYD55","journalArticle","2000","Maley, Carlo C.; Forrest, Stephanie","Exploring the Relationship between Neutral and Selective Mutations in Cancer","Artificial Life","","1064-5462, 1530-9185","10.1162/106454600300103665","https://direct.mit.edu/artl/article/6/4/325-345/2358","The transformation of normal cells into cancerous cells is an evolutionary process. Populations of precancerous cells reproduce, mutate, and compete for resources. Some of these mutations eventually lead to cancer. We calculate the probability of developing cancer under a set of simplifying assumptions and then elaborate these calculations, culminating in a simple simulation of the cell dynamics. The agent-based model allows us to examine the interactions of mutations critical for the development of cancer that are either evolutionarily neutral or selective. We can also examine the interaction of these mutations with a “mutator phenotype” derived from mutations that raise the mutation rate for the entire cell. The simulations suggest that there must be at least two selectively neutral mutations necessary for the development of cancer and that preventive treatments will be most effective when they increase this number. The model also suggests that selective mutations facilitate the development of cancer, so that the more selective mutations necessary for the development of cancer, the greater the chance of developing it.","2000-10","2021-08-04 16:57:16","2021-08-04 16:57:16","2021-08-04 16:57:16","325-345","","4","6","","Artificial Life","","","","","","","","en","","","","","DOI.org (Crossref)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
